0	128	13.0898	0
1	128	13.3416	0
2	128	13.4446	0
3	128	13.5071	0
4	128	13.5559	0
5	128	13.596	0
6	128	13.6301	0
7	128	13.6599	0
8	128	13.686	0
9	128	13.709	0
10	128	13.7295	0
11	128	13.7484	0
12	128	13.7654	0
13	128	13.7804	0
14	128	13.7942	0
15	128	13.8074	0
16	128	13.8201	0
17	128	13.8326	0
18	128	13.8443	0
19	128	13.8554	0
20	128	13.866	0
21	128	13.8761	0
22	128	13.8857	0
23	128	13.8949	0
24	128	13.9038	0
25	128	13.9123	0
26	128	13.9206	0
27	128	13.9285	0
28	128	13.9362	0
29	128	13.9437	0
30	128	13.9508	0
31	128	13.9577	0
32	128	13.9644	0
33	128	13.9708	0
34	128	13.977	0
35	128	13.9831	0
36	128	13.9889	0
37	128	13.9945	0
38	128	13.9998	0
39	128	13.9989	0
40	128	14.005	0
41	128	14.011	0
42	128	14.0168	0
43	128	14.0223	0
44	128	14.0277	0
45	128	14.033	0
46	128	14.038	0
47	128	14.0428	0
48	128	14.0475	0
49	128	14.052	0
50	128	14.0564	0
51	128	14.0605	0
52	128	14.0645	0
53	128	14.0683	0
54	128	14.0718	0
55	128	14.075	0
56	128	14.078	0
57	128	14.0808	0
58	128	14.0837	0
59	128	14.0864	0
60	128	14.0889	0
61	128	14.0913	0
62	128	14.0938	0
63	128	14.0963	0
64	128	14.0991	0
65	128	14.1021	0
66	128	14.1052	0
67	128	14.1084	0
68	128	14.1116	0
69	128	14.1148	0
70	128	14.118	0
71	128	14.1212	0
72	128	14.1243	0
73	128	14.1274	0
74	128	14.1305	0
75	128	14.1336	0
76	128	14.1366	0
77	128	14.1395	0
78	128	14.1424	0
79	128	14.1453	0
80	128	14.1482	0
81	128	14.151	0
82	128	14.1539	0
83	128	14.1567	0
84	128	14.1593	0
85	128	14.1619	0
86	128	14.1644	0
87	128	14.1668	0
88	128	14.1692	0
89	128	14.1716	0
90	128	14.174	0
91	128	14.1763	0
92	128	14.1787	0
93	128	14.1809	0
94	128	14.1832	0
95	128	14.1855	0
96	128	14.1877	0
97	128	14.1899	0
98	128	14.1921	0
99	128	14.1943	0
100	128	14.1964	0
101	128	14.1986	0
102	128	14.2006	0
103	128	14.1978	0
104	128	14.1998	0
105	128	14.2018	0
106	128	14.2038	0
107	128	14.2057	0
108	128	14.2077	0
109	128	14.2096	0
110	128	14.2116	0
111	128	14.2135	0
112	128	14.2154	0
113	128	14.2173	0
114	128	14.2192	0
115	128	14.2211	0
116	128	14.2229	0
117	128	14.2247	0
118	128	14.2265	0
119	128	14.2283	0
120	128	14.23	0
121	128	14.2317	0
122	128	14.2334	0
123	128	14.235	0
124	128	14.2366	0
125	128	14.2382	0
126	128	14.2398	0
127	128	14.2413	0
128	128	14.2428	0
129	128	14.2395	0
130	128	14.2388	0
131	128	14.2409	0
132	128	14.2428	0
133	128	14.2445	0
134	128	14.2462	0
135	128	14.2477	0
136	128	14.249	0
137	128	14.2501	0
138	128	14.2512	0
139	128	14.2523	0
140	128	14.2534	0
141	128	14.2544	0
142	128	14.2553	0
143	128	14.2561	0
144	128	14.2569	0
145	128	14.2576	0
146	128	14.2582	0
147	128	14.2588	0
148	128	14.2594	0
149	128	14.2605	0
150	128	14.2615	0
151	128	14.2625	0
152	128	14.2639	0
153	128	14.2646	0
154	128	14.266	0
155	128	14.2665	0
156	128	14.2679	0
157	128	14.2684	0
158	128	14.2698	0
159	128	14.2702	0
160	128	14.2716	0
161	128	14.2725	0
162	128	14.2734	0
163	128	14.2743	0
164	128	14.2751	0
165	128	14.2759	0
166	128	14.2766	0
167	128	14.2769	0
168	128	14.2777	0
169	128	14.2785	0
170	128	14.2793	0
171	128	14.2801	0
172	128	14.2808	0
173	128	14.2815	0
174	128	14.2822	0
175	128	14.2829	0
176	128	14.2835	0
177	128	14.284	0
178	128	14.2845	0
179	128	14.285	0
180	128	14.2854	0
181	128	14.2858	0
182	128	14.2861	0
183	128	14.2864	0
184	128	14.2866	0
185	128	14.2869	0
186	128	14.2871	0
187	128	14.2873	0
188	128	14.2875	0
189	128	14.2874	0
190	128	14.2871	0
191	128	14.2868	0
192	128	14.2866	0
193	128	14.2864	0
194	128	14.2863	0
195	128	14.286	0
196	128	14.2834	0
197	128	14.2838	0
198	128	14.2841	0
199	128	14.2842	0
200	128	14.2843	0
201	128	14.2842	0
202	128	14.2843	0
203	128	14.2846	0
204	128	14.2843	0
205	128	14.2858	0
206	128	14.2865	0
207	128	14.287	0
208	128	14.2873	0
209	128	14.2874	0
210	128	14.2887	0
211	128	14.2951	0
212	128	14.2997	0
213	128	14.3035	0
214	128	14.3069	0
215	128	14.3101	0
216	128	14.313	0
217	128	14.3151	0
218	128	14.3181	0
219	128	14.3211	0
220	128	14.324	0
221	128	14.3265	0
222	128	14.3287	0
223	128	14.331	0
224	128	14.3332	0
225	128	14.3354	0
226	128	14.3376	0
227	128	14.3398	0
228	128	14.3419	0
229	128	14.3441	0
230	128	14.3462	0
231	128	14.3483	0
232	128	14.3503	0
233	128	14.3524	0
234	128	14.3544	0
235	128	14.3564	0
236	128	14.3584	0
237	128	14.3603	0
238	128	14.3623	0
239	128	14.3642	0
240	128	14.3661	0
241	128	14.3679	0
242	128	14.3698	0
243	128	14.3716	0
244	128	14.3735	0
245	128	14.3753	0
246	128	14.3771	0
247	128	14.3789	0
248	128	14.3804	0
249	128	14.3819	0
250	128	14.3833	0
251	128	14.3845	0
252	128	14.3857	0
253	128	14.3869	0
254	128	14.3879	0
255	128	14.389	0
256	128	14.3901	0
257	128	14.3908	0
258	128	14.3901	0
259	128	14.3916	0
